Column 01,Column 02,Column 03,Column 04,Column 05,Column 06,Column 07,Column 08,Column 09,Column 10,Column 11,Column 12,Column 13,Column 14
72331,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72332,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72333,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72334,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72984,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72985,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73019,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73020,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73021,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73022,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73023,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73208,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82335685,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82335686,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82343942,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82348306,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82348831,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82348832,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82348833,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349066,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349067,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349079,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349282,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349291,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349292,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349302,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349303,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349304,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82355614,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82355615,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82356157,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82356158,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82357368,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82357370,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82357444,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82357496,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82357497,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361220,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361221,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361222,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361223,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361224,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361225,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82361226,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364092,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364095,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364096,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364097,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364098,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364099,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364100,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82376374,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82376375,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82382018,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82387383,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82387384,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
91461,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
91462,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96487,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96488,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96489,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96490,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96491,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
96492,40,100000,lumpsum, €,5000,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31106,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31107,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31108,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31171,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31172,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31173,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31174,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31175,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31180,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31182,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31213,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31214,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31215,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31216,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
32397,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
32410,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
32411,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
72983,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73243,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73244,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82345414,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82345415,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346103,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346104,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346393,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346399,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349060,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82349061,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83001,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83002,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83003,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83004,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83052,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
83053,40,100000,lumpsum, €,15000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
31087,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31088,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31096,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31097,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31098,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31099,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31102,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31254,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31255,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31256,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31257,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31258,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31259,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31545,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31546,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31547,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31548,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31549,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31550,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31551,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31552,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
32391,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
32392,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
32394,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
32403,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
53419,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
53420,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
53421,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
53422,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72132,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72133,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72134,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72135,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72136,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72137,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72138,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72139,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72140,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72141,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72142,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72143,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72144,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72145,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72146,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72147,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72148,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72149,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72150,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72151,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72152,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72153,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72154,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72155,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72157,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72158,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72159,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72160,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72161,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72162,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72163,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72164,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72165,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72166,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72177,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72178,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72179,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72180,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72181,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72182,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72183,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72184,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72185,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72186,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72187,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72189,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72190,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72191,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72192,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72193,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72194,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72195,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72196,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72197,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72198,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72199,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72201,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72202,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72203,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72204,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72205,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
72206,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95752,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95753,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95754,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95756,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95757,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95758,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
95759,40,20000,lumpsum, €,5000,4, €,20000,see 'lifetime', €,5000.00,upon decommission, €
31396,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31397,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31401,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31450,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31501,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31502,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31503,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31504,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31523,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
31524,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
32401,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
32402,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
70112,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
70113,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
70367,40,25000,lumpsum, €,7500,10, €,25000,see 'lifetime', €,5000.00,upon decommission, €
